Index,Age,Overall,Weak Foot,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
15963,24,58,3.0,ST,39.0,55.0,53.0,48.0,48.0,55.0,37.0,29.0,41.0,50.0,89.0,87.0,76.0,57.0,59.0,54.0,63.0,60.0,59.0,49.0,29.0,15.0,54.0,47.0,59.0,62.0,39.0,19.0,16.0,15.0,15.0,14.0,12.0,14.0
15964,19,58,4.0,ST,31.0,57.0,63.0,45.0,54.0,56.0,51.0,24.0,22.0,55.0,66.0,65.0,52.0,49.0,56.0,66.0,65.0,55.0,64.0,46.0,49.0,16.0,53.0,45.0,55.0,49.0,40.0,26.0,24.0,11.0,6.0,12.0,8.0,13.0
15968,24,58,3.0,RS,44.0,55.0,53.0,65.0,33.0,60.0,41.0,41.0,58.0,57.0,72.0,71.0,61.0,53.0,53.0,55.0,72.0,64.0,63.0,34.0,59.0,48.0,55.0,46.0,37.0,43.0,21.0,41.0,45.0,10.0,15.0,9.0,9.0,9.0
15971,31,58,2.0,ST,27.0,63.0,58.0,49.0,48.0,56.0,32.0,30.0,26.0,52.0,63.0,64.0,62.0,55.0,64.0,63.0,54.0,57.0,57.0,49.0,35.0,11.0,52.0,43.0,64.0,58.0,26.0,18.0,12.0,16.0,7.0,7.0,10.0,7.0
15974,19,58,3.0,ST,46.0,56.0,40.0,46.0,42.0,68.0,46.0,35.0,29.0,65.0,70.0,71.0,76.0,54.0,74.0,56.0,52.0,64.0,63.0,48.0,32.0,13.0,58.0,47.0,50.0,43.0,22.0,11.0,16.0,12.0,7.0,7.0,13.0,7.0
15975,19,58,2.0,ST,38.0,57.0,60.0,44.0,44.0,50.0,34.0,35.0,36.0,53.0,74.0,73.0,65.0,61.0,62.0,53.0,68.0,59.0,59.0,44.0,58.0,18.0,58.0,49.0,50.0,62.0,26.0,19.0,17.0,12.0,12.0,9.0,14.0,9.0
15988,20,58,3.0,ST,40.0,57.0,62.0,48.0,50.0,55.0,45.0,37.0,37.0,55.0,60.0,58.0,50.0,55.0,55.0,59.0,62.0,54.0,65.0,58.0,31.0,20.0,56.0,45.0,50.0,51.0,15.0,21.0,21.0,12.0,5.0,12.0,6.0,7.0
15989,30,58,3.0,ST,45.0,68.0,62.0,50.0,61.0,60.0,46.0,42.0,44.0,48.0,54.0,51.0,48.0,47.0,62.0,61.0,41.0,58.0,32.0,62.0,38.0,42.0,63.0,46.0,53.0,49.0,19.0,13.0,14.0,10.0,14.0,10.0,10.0,14.0
15994,21,58,2.0,ST,37.0,64.0,68.0,52.0,47.0,57.0,44.0,34.0,36.0,54.0,60.0,62.0,52.0,51.0,74.0,58.0,65.0,53.0,40.0,61.0,31.0,17.0,53.0,50.0,66.0,47.0,29.0,13.0,15.0,15.0,12.0,10.0,6.0,7.0
16007,21,58,3.0,ST,27.0,62.0,63.0,52.0,48.0,52.0,33.0,36.0,28.0,52.0,54.0,58.0,46.0,51.0,48.0,60.0,62.0,55.0,71.0,53.0,56.0,21.0,55.0,49.0,60.0,53.0,27.0,30.0,30.0,15.0,10.0,16.0,14.0,8.0
16016,25,58,3.0,ST,53.0,58.0,55.0,53.0,47.0,56.0,59.0,37.0,45.0,53.0,75.0,68.0,67.0,55.0,69.0,55.0,68.0,51.0,70.0,53.0,62.0,17.0,54.0,46.0,62.0,51.0,30.0,19.0,20.0,14.0,13.0,12.0,13.0,6.0
16018,25,58,3.0,ST,27.0,58.0,67.0,51.0,53.0,46.0,44.0,28.0,28.0,47.0,52.0,52.0,49.0,45.0,60.0,66.0,69.0,56.0,80.0,58.0,65.0,16.0,58.0,47.0,51.0,47.0,32.0,23.0,23.0,6.0,12.0,12.0,13.0,11.0
16022,21,58,2.0,ST,45.0,61.0,50.0,59.0,39.0,58.0,51.0,46.0,51.0,61.0,64.0,64.0,59.0,48.0,65.0,52.0,50.0,58.0,62.0,42.0,45.0,24.0,60.0,47.0,56.0,58.0,20.0,31.0,41.0,6.0,7.0,8.0,15.0,13.0
16025,20,58,2.0,ST,32.0,59.0,58.0,41.0,44.0,58.0,37.0,30.0,32.0,57.0,67.0,65.0,57.0,51.0,63.0,53.0,61.0,50.0,62.0,50.0,32.0,18.0,58.0,47.0,60.0,54.0,28.0,12.0,17.0,12.0,13.0,6.0,15.0,11.0
16028,17,58,3.0,ST,30.0,63.0,58.0,44.0,35.0,47.0,39.0,28.0,32.0,58.0,66.0,70.0,75.0,51.0,78.0,55.0,67.0,71.0,67.0,53.0,38.0,12.0,54.0,42.0,66.0,45.0,36.0,16.0,12.0,11.0,13.0,12.0,14.0,8.0
16034,19,58,3.0,ST,45.0,60.0,53.0,52.0,61.0,58.0,31.0,27.0,33.0,55.0,69.0,68.0,75.0,57.0,82.0,57.0,69.0,52.0,38.0,42.0,31.0,16.0,59.0,43.0,55.0,48.0,18.0,18.0,14.0,8.0,8.0,13.0,11.0,7.0
16051,28,58,2.0,ST,31.0,54.0,48.0,56.0,55.0,58.0,38.0,33.0,48.0,53.0,78.0,76.0,71.0,52.0,65.0,59.0,78.0,65.0,68.0,49.0,38.0,29.0,58.0,54.0,38.0,58.0,37.0,16.0,18.0,6.0,15.0,16.0,7.0,6.0
16053,20,58,3.0,ST,23.0,61.0,54.0,41.0,56.0,52.0,42.0,32.0,24.0,50.0,77.0,81.0,60.0,52.0,55.0,57.0,67.0,60.0,71.0,56.0,26.0,12.0,54.0,46.0,58.0,57.0,20.0,12.0,13.0,9.0,10.0,14.0,9.0,14.0
16060,21,58,3.0,ST,41.0,64.0,53.0,46.0,34.0,55.0,37.0,27.0,26.0,56.0,64.0,68.0,68.0,51.0,66.0,59.0,68.0,69.0,69.0,48.0,55.0,25.0,56.0,44.0,54.0,51.0,39.0,16.0,16.0,10.0,5.0,7.0,8.0,14.0
16065,18,58,3.0,ST,52.0,61.0,53.0,50.0,41.0,57.0,37.0,24.0,28.0,58.0,71.0,70.0,67.0,50.0,70.0,55.0,67.0,54.0,73.0,46.0,45.0,13.0,52.0,35.0,49.0,39.0,20.0,28.0,18.0,11.0,7.0,10.0,13.0,12.0
16073,19,58,2.0,ST,41.0,56.0,54.0,56.0,43.0,52.0,35.0,33.0,53.0,58.0,63.0,70.0,69.0,50.0,64.0,62.0,77.0,79.0,61.0,58.0,58.0,30.0,56.0,52.0,52.0,49.0,26.0,36.0,20.0,10.0,15.0,14.0,14.0,6.0
16078,25,58,3.0,ST,34.0,63.0,59.0,39.0,36.0,52.0,36.0,29.0,26.0,57.0,56.0,58.0,53.0,57.0,55.0,57.0,61.0,59.0,71.0,51.0,31.0,10.0,53.0,48.0,59.0,57.0,14.0,16.0,10.0,11.0,13.0,8.0,11.0,7.0
16092,17,58,3.0,ST,46.0,60.0,54.0,52.0,45.0,52.0,43.0,42.0,39.0,55.0,74.0,77.0,70.0,64.0,89.0,54.0,69.0,53.0,42.0,55.0,36.0,24.0,58.0,51.0,61.0,59.0,29.0,26.0,25.0,8.0,8.0,5.0,8.0,10.0
16101,20,58,2.0,ST,28.0,63.0,51.0,45.0,36.0,48.0,42.0,25.0,29.0,51.0,92.0,91.0,69.0,47.0,58.0,53.0,64.0,60.0,58.0,43.0,23.0,14.0,56.0,46.0,54.0,42.0,32.0,14.0,12.0,14.0,13.0,11.0,6.0,7.0
16102,19,58,3.0,ST,38.0,59.0,57.0,47.0,44.0,53.0,41.0,30.0,39.0,52.0,78.0,75.0,66.0,51.0,57.0,58.0,68.0,58.0,69.0,45.0,59.0,16.0,54.0,50.0,61.0,48.0,20.0,20.0,19.0,6.0,5.0,6.0,11.0,6.0
16104,20,58,3.0,ST,49.0,59.0,52.0,56.0,62.0,53.0,47.0,45.0,45.0,57.0,73.0,71.0,61.0,57.0,56.0,56.0,59.0,55.0,57.0,58.0,34.0,18.0,51.0,52.0,67.0,48.0,14.0,19.0,15.0,14.0,14.0,5.0,11.0,14.0
16105,25,58,2.0,ST,29.0,60.0,63.0,49.0,45.0,57.0,29.0,30.0,30.0,54.0,53.0,53.0,45.0,48.0,41.0,58.0,69.0,62.0,86.0,46.0,56.0,23.0,58.0,55.0,62.0,57.0,32.0,21.0,22.0,11.0,11.0,11.0,16.0,9.0
16106,20,58,4.0,ST,47.0,57.0,51.0,53.0,34.0,54.0,35.0,34.0,40.0,54.0,77.0,75.0,78.0,50.0,74.0,51.0,72.0,36.0,75.0,43.0,43.0,18.0,59.0,41.0,54.0,52.0,39.0,21.0,19.0,14.0,8.0,14.0,11.0,8.0
16109,18,58,3.0,ST,41.0,66.0,61.0,46.0,41.0,54.0,44.0,39.0,39.0,56.0,62.0,63.0,58.0,55.0,69.0,56.0,66.0,58.0,48.0,56.0,30.0,14.0,52.0,53.0,73.0,46.0,19.0,14.0,20.0,5.0,8.0,7.0,15.0,10.0
16112,17,58,2.0,ST,43.0,56.0,63.0,55.0,41.0,55.0,47.0,43.0,42.0,56.0,60.0,55.0,58.0,61.0,69.0,54.0,63.0,50.0,47.0,55.0,30.0,22.0,60.0,57.0,65.0,55.0,15.0,20.0,20.0,7.0,14.0,9.0,8.0,12.0
16114,18,58,3.0,ST,39.0,58.0,52.0,54.0,39.0,49.0,43.0,36.0,43.0,57.0,64.0,56.0,59.0,61.0,62.0,56.0,61.0,65.0,66.0,57.0,28.0,15.0,57.0,55.0,68.0,57.0,15.0,16.0,21.0,6.0,10.0,8.0,11.0,14.0
16125,19,58,3.0,ST,35.0,67.0,60.0,50.0,49.0,55.0,43.0,32.0,36.0,56.0,57.0,49.0,54.0,59.0,72.0,56.0,69.0,56.0,39.0,52.0,29.0,19.0,56.0,50.0,70.0,47.0,20.0,17.0,19.0,14.0,12.0,14.0,5.0,12.0
16130,17,58,3.0,ST,31.0,59.0,50.0,49.0,47.0,58.0,38.0,34.0,32.0,59.0,74.0,75.0,72.0,45.0,65.0,58.0,68.0,55.0,58.0,54.0,44.0,15.0,56.0,50.0,52.0,44.0,30.0,22.0,20.0,8.0,6.0,8.0,9.0,10.0
16142,23,58,3.0,ST,28.0,57.0,49.0,52.0,57.0,53.0,44.0,34.0,53.0,52.0,73.0,76.0,76.0,57.0,73.0,58.0,75.0,66.0,65.0,52.0,68.0,34.0,55.0,44.0,59.0,45.0,23.0,32.0,33.0,10.0,8.0,8.0,12.0,16.0
16145,18,58,3.0,ST,30.0,55.0,54.0,51.0,47.0,56.0,33.0,28.0,32.0,57.0,68.0,67.0,57.0,54.0,47.0,59.0,62.0,56.0,73.0,46.0,31.0,17.0,56.0,51.0,66.0,51.0,18.0,17.0,16.0,8.0,13.0,13.0,9.0,11.0
16151,20,58,3.0,ST,52.0,56.0,47.0,63.0,51.0,59.0,43.0,43.0,58.0,59.0,62.0,68.0,63.0,57.0,67.0,53.0,54.0,58.0,63.0,47.0,45.0,35.0,60.0,59.0,49.0,56.0,30.0,43.0,43.0,6.0,15.0,9.0,7.0,8.0
16159,19,58,3.0,ST,29.0,58.0,47.0,45.0,54.0,58.0,45.0,29.0,42.0,57.0,78.0,79.0,75.0,49.0,76.0,60.0,56.0,55.0,64.0,54.0,29.0,17.0,51.0,42.0,56.0,48.0,27.0,16.0,17.0,5.0,14.0,9.0,13.0,6.0
16162,19,58,3.0,ST,32.0,68.0,46.0,39.0,45.0,52.0,38.0,28.0,38.0,60.0,75.0,68.0,61.0,45.0,61.0,58.0,61.0,49.0,59.0,48.0,27.0,10.0,58.0,43.0,61.0,48.0,24.0,10.0,14.0,10.0,8.0,8.0,10.0,10.0
16171,36,58,3.0,CF,66.0,55.0,46.0,68.0,45.0,64.0,62.0,69.0,62.0,66.0,34.0,43.0,64.0,60.0,69.0,51.0,33.0,49.0,63.0,64.0,45.0,62.0,50.0,68.0,49.0,58.0,28.0,41.0,36.0,15.0,6.0,16.0,15.0,11.0
16172,18,58,2.0,ST,43.0,56.0,49.0,53.0,51.0,60.0,53.0,35.0,47.0,51.0,69.0,67.0,65.0,54.0,63.0,61.0,63.0,72.0,60.0,56.0,45.0,27.0,57.0,58.0,70.0,55.0,36.0,19.0,20.0,11.0,7.0,14.0,9.0,11.0
16173,17,58,3.0,ST,30.0,59.0,59.0,44.0,41.0,51.0,38.0,37.0,26.0,53.0,61.0,64.0,62.0,43.0,59.0,63.0,66.0,50.0,65.0,45.0,41.0,17.0,69.0,42.0,62.0,48.0,21.0,11.0,16.0,10.0,14.0,7.0,13.0,14.0
16177,26,58,3.0,ST,33.0,58.0,61.0,52.0,52.0,51.0,45.0,37.0,37.0,57.0,54.0,65.0,44.0,47.0,41.0,57.0,62.0,73.0,79.0,52.0,47.0,24.0,58.0,52.0,52.0,53.0,25.0,18.0,17.0,9.0,12.0,15.0,9.0,11.0
16178,21,58,3.0,LS,34.0,55.0,57.0,42.0,37.0,58.0,33.0,25.0,28.0,57.0,78.0,80.0,61.0,45.0,63.0,58.0,57.0,58.0,62.0,56.0,27.0,13.0,55.0,45.0,58.0,46.0,14.0,18.0,15.0,7.0,9.0,9.0,6.0,15.0
16186,20,58,3.0,ST,23.0,60.0,63.0,45.0,43.0,52.0,31.0,31.0,29.0,55.0,51.0,57.0,50.0,56.0,48.0,59.0,62.0,56.0,76.0,49.0,66.0,18.0,58.0,41.0,54.0,55.0,20.0,25.0,18.0,13.0,6.0,5.0,14.0,6.0
16190,17,58,3.0,ST,32.0,64.0,54.0,42.0,48.0,50.0,42.0,31.0,27.0,53.0,71.0,69.0,64.0,60.0,58.0,54.0,66.0,52.0,64.0,57.0,40.0,18.0,54.0,45.0,49.0,59.0,26.0,17.0,14.0,13.0,15.0,10.0,7.0,7.0
16195,20,58,3.0,ST,47.0,54.0,50.0,57.0,54.0,58.0,53.0,52.0,53.0,57.0,59.0,80.0,81.0,56.0,71.0,62.0,62.0,61.0,64.0,55.0,58.0,33.0,54.0,57.0,49.0,52.0,30.0,24.0,32.0,11.0,10.0,13.0,14.0,10.0
16197,18,58,3.0,ST,40.0,58.0,53.0,49.0,55.0,59.0,51.0,34.0,40.0,56.0,75.0,73.0,67.0,54.0,75.0,59.0,63.0,66.0,50.0,50.0,32.0,21.0,55.0,45.0,62.0,54.0,15.0,17.0,17.0,8.0,9.0,7.0,13.0,15.0
16206,21,58,3.0,ST,57.0,57.0,59.0,54.0,43.0,59.0,53.0,41.0,30.0,58.0,73.0,72.0,70.0,55.0,79.0,56.0,70.0,70.0,60.0,52.0,35.0,19.0,48.0,56.0,66.0,45.0,22.0,20.0,16.0,7.0,6.0,11.0,11.0,14.0
16230,20,58,3.0,ST,31.0,57.0,55.0,51.0,38.0,56.0,43.0,30.0,47.0,57.0,72.0,74.0,64.0,53.0,79.0,60.0,60.0,68.0,62.0,49.0,50.0,19.0,57.0,48.0,58.0,53.0,16.0,12.0,17.0,7.0,13.0,11.0,13.0,13.0
16231,23,58,3.0,ST,50.0,54.0,61.0,56.0,51.0,57.0,48.0,49.0,52.0,51.0,55.0,47.0,61.0,49.0,62.0,56.0,66.0,70.0,88.0,57.0,59.0,42.0,62.0,54.0,48.0,56.0,27.0,49.0,48.0,11.0,11.0,12.0,6.0,9.0
16263,25,58,3.0,ST,29.0,61.0,58.0,48.0,46.0,57.0,44.0,28.0,32.0,54.0,63.0,60.0,47.0,55.0,59.0,60.0,55.0,56.0,57.0,56.0,31.0,11.0,55.0,43.0,60.0,53.0,19.0,13.0,15.0,6.0,5.0,5.0,10.0,6.0
16269,23,58,3.0,ST,33.0,55.0,53.0,47.0,44.0,54.0,31.0,34.0,43.0,47.0,81.0,78.0,64.0,64.0,68.0,53.0,64.0,53.0,63.0,49.0,50.0,20.0,61.0,53.0,50.0,58.0,22.0,18.0,15.0,15.0,9.0,7.0,13.0,13.0
16273,19,57,3.0,LS,41.0,47.0,48.0,57.0,31.0,57.0,44.0,30.0,50.0,52.0,81.0,87.0,74.0,54.0,84.0,47.0,59.0,54.0,41.0,38.0,57.0,43.0,53.0,43.0,43.0,37.0,46.0,36.0,35.0,11.0,12.0,8.0,14.0,14.0
16275,18,57,2.0,CF,41.0,65.0,61.0,49.0,53.0,51.0,42.0,41.0,39.0,50.0,65.0,75.0,54.0,62.0,53.0,57.0,62.0,60.0,69.0,54.0,66.0,26.0,58.0,55.0,57.0,61.0,24.0,23.0,24.0,9.0,10.0,14.0,11.0,12.0
16279,18,57,3.0,ST,39.0,59.0,54.0,51.0,45.0,59.0,58.0,34.0,33.0,58.0,69.0,68.0,62.0,47.0,54.0,53.0,63.0,55.0,66.0,45.0,34.0,20.0,48.0,39.0,58.0,46.0,24.0,28.0,20.0,9.0,13.0,13.0,13.0,7.0
16298,20,57,3.0,ST,51.0,57.0,47.0,46.0,47.0,53.0,42.0,33.0,38.0,56.0,69.0,70.0,61.0,58.0,67.0,48.0,57.0,52.0,67.0,47.0,42.0,20.0,63.0,51.0,45.0,58.0,35.0,18.0,18.0,6.0,12.0,12.0,14.0,15.0
16305,18,57,3.0,ST,32.0,59.0,59.0,46.0,36.0,53.0,37.0,30.0,29.0,56.0,63.0,66.0,65.0,54.0,68.0,54.0,60.0,62.0,61.0,52.0,34.0,15.0,53.0,50.0,69.0,50.0,44.0,12.0,17.0,9.0,10.0,13.0,12.0,5.0
16308,21,57,3.0,ST,45.0,58.0,43.0,62.0,40.0,59.0,48.0,43.0,60.0,57.0,69.0,67.0,63.0,54.0,69.0,56.0,65.0,53.0,56.0,53.0,30.0,38.0,55.0,55.0,59.0,58.0,22.0,42.0,45.0,7.0,14.0,13.0,9.0,12.0
16315,22,57,4.0,ST,25.0,57.0,48.0,45.0,45.0,60.0,40.0,31.0,33.0,57.0,77.0,76.0,87.0,50.0,83.0,56.0,55.0,70.0,43.0,45.0,45.0,23.0,57.0,43.0,58.0,47.0,20.0,22.0,13.0,11.0,9.0,7.0,16.0,11.0
16318,18,57,3.0,ST,52.0,57.0,53.0,49.0,42.0,58.0,34.0,29.0,40.0,49.0,76.0,70.0,67.0,54.0,70.0,48.0,61.0,54.0,59.0,49.0,32.0,18.0,60.0,56.0,62.0,43.0,20.0,20.0,17.0,6.0,6.0,13.0,13.0,14.0
16324,19,57,3.0,CF,52.0,55.0,45.0,58.0,48.0,61.0,52.0,54.0,55.0,60.0,66.0,54.0,64.0,47.0,70.0,53.0,43.0,32.0,41.0,54.0,35.0,14.0,55.0,60.0,48.0,49.0,15.0,18.0,23.0,14.0,14.0,5.0,9.0,11.0
16326,20,57,3.0,ST,38.0,57.0,55.0,52.0,46.0,59.0,37.0,36.0,44.0,60.0,69.0,78.0,61.0,53.0,74.0,49.0,68.0,54.0,56.0,45.0,39.0,18.0,54.0,54.0,58.0,48.0,21.0,17.0,21.0,8.0,12.0,10.0,13.0,7.0
16338,18,57,3.0,ST,32.0,59.0,61.0,46.0,45.0,55.0,41.0,35.0,39.0,58.0,64.0,62.0,57.0,58.0,76.0,53.0,68.0,57.0,45.0,56.0,31.0,14.0,51.0,52.0,68.0,50.0,18.0,17.0,16.0,12.0,13.0,12.0,7.0,10.0
16339,21,57,3.0,CF,49.0,54.0,56.0,56.0,49.0,56.0,58.0,52.0,53.0,60.0,66.0,61.0,66.0,61.0,82.0,56.0,70.0,57.0,41.0,48.0,37.0,18.0,54.0,60.0,53.0,57.0,21.0,24.0,20.0,8.0,6.0,11.0,7.0,5.0
16345,17,57,2.0,ST,29.0,54.0,62.0,44.0,34.0,52.0,36.0,29.0,31.0,53.0,71.0,75.0,57.0,53.0,50.0,51.0,68.0,55.0,76.0,50.0,50.0,16.0,54.0,48.0,55.0,45.0,15.0,17.0,13.0,14.0,8.0,6.0,7.0,5.0
16356,18,57,2.0,ST,33.0,62.0,61.0,48.0,42.0,46.0,35.0,30.0,39.0,55.0,58.0,59.0,55.0,57.0,58.0,51.0,66.0,55.0,61.0,50.0,27.0,20.0,59.0,55.0,63.0,49.0,13.0,17.0,18.0,15.0,15.0,9.0,14.0,14.0
16357,21,57,3.0,ST,26.0,57.0,58.0,52.0,34.0,56.0,34.0,34.0,40.0,58.0,51.0,52.0,52.0,52.0,48.0,59.0,57.0,62.0,74.0,56.0,45.0,17.0,53.0,42.0,56.0,45.0,14.0,20.0,14.0,6.0,13.0,15.0,8.0,11.0
16359,23,57,3.0,ST,39.0,59.0,53.0,58.0,31.0,51.0,38.0,32.0,51.0,55.0,60.0,61.0,53.0,60.0,58.0,58.0,62.0,56.0,65.0,45.0,53.0,49.0,56.0,56.0,40.0,55.0,23.0,28.0,25.0,6.0,12.0,14.0,8.0,6.0
16363,24,57,3.0,ST,35.0,61.0,62.0,44.0,45.0,48.0,29.0,25.0,35.0,43.0,67.0,65.0,51.0,47.0,48.0,58.0,68.0,57.0,75.0,51.0,50.0,24.0,58.0,41.0,54.0,53.0,24.0,17.0,20.0,9.0,8.0,8.0,6.0,6.0
16373,18,57,3.0,ST,28.0,55.0,49.0,46.0,49.0,63.0,46.0,29.0,33.0,60.0,67.0,69.0,86.0,56.0,66.0,54.0,89.0,75.0,57.0,52.0,31.0,10.0,52.0,53.0,65.0,48.0,40.0,14.0,16.0,8.0,8.0,6.0,15.0,13.0
16378,20,57,3.0,ST,45.0,56.0,56.0,54.0,49.0,54.0,31.0,26.0,27.0,59.0,57.0,64.0,54.0,54.0,54.0,48.0,69.0,63.0,64.0,53.0,29.0,14.0,57.0,46.0,63.0,51.0,20.0,18.0,19.0,13.0,10.0,8.0,13.0,14.0
16379,23,57,3.0,ST,31.0,60.0,45.0,37.0,35.0,52.0,36.0,29.0,25.0,54.0,90.0,84.0,85.0,45.0,65.0,48.0,62.0,62.0,79.0,53.0,30.0,19.0,60.0,43.0,57.0,43.0,18.0,14.0,15.0,13.0,8.0,13.0,12.0,12.0
16380,25,57,2.0,ST,29.0,62.0,57.0,42.0,42.0,43.0,39.0,36.0,36.0,56.0,63.0,64.0,68.0,53.0,72.0,56.0,63.0,59.0,71.0,50.0,57.0,35.0,52.0,30.0,55.0,50.0,31.0,11.0,11.0,7.0,14.0,7.0,9.0,10.0
16383,27,57,3.0,ST,27.0,61.0,65.0,39.0,49.0,49.0,29.0,24.0,20.0,53.0,52.0,60.0,53.0,51.0,37.0,55.0,66.0,70.0,80.0,52.0,71.0,19.0,54.0,43.0,54.0,58.0,21.0,20.0,21.0,12.0,11.0,10.0,6.0,9.0
16392,20,57,3.0,ST,44.0,59.0,47.0,50.0,49.0,51.0,43.0,33.0,35.0,54.0,73.0,76.0,81.0,50.0,80.0,58.0,83.0,65.0,76.0,53.0,63.0,17.0,52.0,36.0,58.0,47.0,16.0,28.0,16.0,11.0,13.0,6.0,10.0,15.0
16397,18,57,4.0,ST,31.0,58.0,56.0,39.0,34.0,55.0,41.0,30.0,29.0,56.0,79.0,80.0,70.0,54.0,60.0,51.0,67.0,51.0,68.0,50.0,48.0,14.0,50.0,44.0,51.0,49.0,20.0,16.0,11.0,10.0,11.0,14.0,15.0,7.0
16409,19,57,3.0,ST,30.0,61.0,55.0,53.0,55.0,52.0,40.0,30.0,29.0,58.0,53.0,44.0,55.0,52.0,60.0,59.0,40.0,57.0,70.0,50.0,45.0,15.0,55.0,44.0,55.0,50.0,25.0,26.0,20.0,6.0,11.0,11.0,8.0,10.0
16417,20,57,3.0,ST,30.0,61.0,62.0,45.0,39.0,48.0,37.0,31.0,29.0,48.0,73.0,72.0,65.0,54.0,58.0,51.0,69.0,57.0,65.0,52.0,31.0,11.0,53.0,58.0,66.0,56.0,37.0,19.0,19.0,12.0,8.0,12.0,10.0,8.0
16422,28,57,2.0,ST,30.0,56.0,64.0,47.0,50.0,53.0,33.0,27.0,35.0,57.0,45.0,58.0,47.0,46.0,36.0,56.0,75.0,47.0,84.0,52.0,60.0,23.0,55.0,47.0,59.0,52.0,21.0,21.0,19.0,14.0,11.0,10.0,12.0,13.0
16431,19,57,3.0,ST,26.0,58.0,52.0,46.0,37.0,52.0,31.0,29.0,30.0,57.0,66.0,64.0,74.0,54.0,69.0,60.0,60.0,51.0,56.0,48.0,33.0,11.0,56.0,44.0,56.0,41.0,16.0,14.0,13.0,14.0,10.0,6.0,12.0,9.0
16436,21,57,3.0,ST,53.0,61.0,41.0,49.0,35.0,60.0,52.0,38.0,42.0,58.0,73.0,78.0,70.0,51.0,71.0,60.0,48.0,34.0,55.0,51.0,35.0,19.0,50.0,51.0,50.0,42.0,20.0,38.0,35.0,10.0,15.0,12.0,8.0,9.0
16437,20,57,3.0,ST,38.0,56.0,55.0,52.0,49.0,55.0,42.0,38.0,40.0,59.0,70.0,71.0,73.0,48.0,67.0,56.0,68.0,69.0,65.0,43.0,31.0,22.0,54.0,53.0,53.0,54.0,28.0,27.0,22.0,9.0,10.0,10.0,11.0,7.0
16441,18,57,3.0,CF,35.0,48.0,45.0,62.0,41.0,63.0,43.0,28.0,61.0,61.0,71.0,73.0,72.0,52.0,70.0,55.0,59.0,58.0,59.0,50.0,47.0,30.0,51.0,52.0,47.0,49.0,32.0,18.0,16.0,5.0,5.0,7.0,15.0,13.0
16444,18,57,3.0,ST,41.0,61.0,48.0,50.0,48.0,60.0,41.0,32.0,34.0,56.0,81.0,78.0,63.0,49.0,53.0,52.0,44.0,41.0,58.0,53.0,30.0,14.0,50.0,51.0,50.0,47.0,20.0,12.0,10.0,7.0,15.0,13.0,8.0,10.0
16449,36,57,4.0,ST,51.0,60.0,56.0,57.0,56.0,59.0,50.0,49.0,51.0,60.0,54.0,51.0,67.0,55.0,85.0,55.0,82.0,29.0,39.0,55.0,55.0,23.0,56.0,52.0,60.0,56.0,47.0,29.0,29.0,10.0,14.0,13.0,13.0,16.0
16457,20,57,2.0,ST,39.0,62.0,47.0,48.0,52.0,62.0,46.0,41.0,45.0,59.0,64.0,59.0,67.0,56.0,73.0,56.0,56.0,50.0,41.0,55.0,41.0,17.0,52.0,50.0,54.0,51.0,13.0,15.0,12.0,13.0,13.0,6.0,15.0,11.0
16463,22,57,3.0,ST,42.0,59.0,40.0,45.0,47.0,57.0,33.0,27.0,27.0,58.0,81.0,82.0,79.0,50.0,78.0,55.0,76.0,78.0,59.0,47.0,54.0,17.0,57.0,56.0,62.0,50.0,20.0,12.0,15.0,8.0,14.0,15.0,12.0,15.0
16471,17,57,3.0,ST,37.0,58.0,56.0,46.0,49.0,59.0,47.0,35.0,30.0,53.0,69.0,70.0,61.0,43.0,62.0,60.0,58.0,53.0,70.0,52.0,39.0,12.0,52.0,48.0,60.0,55.0,19.0,20.0,21.0,7.0,11.0,8.0,14.0,12.0
16481,21,57,3.0,ST,33.0,54.0,57.0,47.0,44.0,55.0,47.0,33.0,29.0,55.0,74.0,73.0,71.0,52.0,70.0,55.0,64.0,60.0,67.0,54.0,35.0,12.0,52.0,44.0,54.0,48.0,45.0,12.0,18.0,5.0,10.0,15.0,7.0,6.0
16482,24,57,3.0,ST,33.0,59.0,54.0,43.0,54.0,52.0,49.0,37.0,26.0,52.0,63.0,66.0,67.0,48.0,70.0,61.0,72.0,65.0,64.0,48.0,48.0,18.0,60.0,39.0,58.0,55.0,21.0,22.0,16.0,13.0,9.0,9.0,13.0,11.0
16491,19,57,3.0,ST,51.0,57.0,46.0,45.0,60.0,53.0,44.0,48.0,34.0,54.0,75.0,72.0,77.0,57.0,68.0,57.0,75.0,58.0,54.0,52.0,49.0,18.0,54.0,41.0,66.0,56.0,18.0,18.0,11.0,6.0,12.0,13.0,13.0,5.0
